hatch_spacing,laser_beam_power,laser_beam_speed,laser_module,laser_spot_size,scan_rotation,stripe_width,yield_strength
70.0,300.0,1200.0,1.2,110.0,0.0,5.0,314.0145199934738
70.00838222967309,300.0314333612741,1200.083822296731,1.2001257334450963,110.00838222967309,0.018860016764459347,5.00314333612741,296.72679286813366
70.01676445934619,300.0628667225482,1200.1676445934618,1.2002514668901927,110.01676445934619,0.037720033528918694,5.00628667225482,261.06036118731714
70.02514668901928,300.0943000838223,1200.251466890193,1.200377200335289,110.02514668901928,0.05658005029337804,5.00943000838223,293.07717949389985
70.03352891869237,300.1257334450964,1200.3352891869238,1.2005029337803856,110.03352891869237,0.07544006705783739,5.012573344509639,276.9501660236
70.04191114836547,300.15716680637047,1200.4191114836547,1.200628667225482,110.04191114836547,0.09430008382229674,5.015716680637049,303.626884250981
70.05029337803856,300.1886001676446,1200.5029337803855,1.2007544006705784,110.05029337803856,0.11316010058675607,5.018860016764459,310.01933490498203
70.05867560771165,300.2200335289187,1200.5867560771164,1.2008801341156747,110.05867560771165,0.13202011735121544,5.022003352891869,284.1223400790349
70.06705783738474,300.2514668901928,1200.6705783738475,1.201005867560771,110.06705783738474,0.15088013411567477,5.025146689019279,308.86367554550037
70.07544006705784,300.2829002514669,1200.7544006705784,1.2011316010058675,110.07544006705784,0.1697401508801341,5.028290025146689,289.1766365057825
70.08382229673093,300.314333612741,1200.8382229673093,1.2012573344509638,110.08382229673093,0.18860016764459347,5.031433361274099,277.40349682143227
70.09220452640402,300.3457669740151,1200.9220452640402,1.2013830678960602,110.09220452640402,0.2074601844090528,5.0345766974015085,315.38610824989547
70.10058675607712,300.37720033528916,1201.005867560771,1.2015088013411568,110.10058675607712,0.22632020117351215,5.0377200335289185,314.9955883008152
70.10896898575021,300.4086336965633,1201.0896898575022,1.2016345347862532,110.10896898575021,0.2451802179379715,5.0408633696563285,248.3087109221247
70.1173512154233,300.4400670578374,1201.173512154233,1.2017602682313495,110.1173512154233,0.2640402347024309,5.0440067057837386,281.62443345881354
70.1257334450964,300.47150041911146,1201.257334450964,1.2018860016764459,110.1257334450964,0.2829002514668902,5.047150041911149,262.608334914143
70.13411567476949,300.5029337803856,1201.3411567476949,1.2020117351215422,110.13411567476949,0.30176026823134955,5.050293378038559,311.74710356351864
70.14249790444258,300.5343671416597,1201.4249790444258,1.2021374685666386,110.14249790444258,0.3206202849958089,5.053436714165968,298.37568423677436
70.15088013411568,300.56580050293377,1201.5088013411566,1.202263202011735,110.15088013411568,0.3394803017602682,5.056580050293378,305.9968315926915
70.15926236378877,300.59723386420785,1201.5926236378878,1.2023889354568316,110.15926236378877,0.3583403185247276,5.059723386420788,292.8693282276858
70.16764459346186,300.628667225482,1201.6764459346186,1.202514668901928,110.16764459346186,0.37720033528918695,5.062866722548198,236.6618151860663
70.17602682313495,300.6601005867561,1201.7602682313495,1.2026404023470243,110.17602682313495,0.39606035205364626,5.066010058675608,257.4311703403378
70.18440905280805,300.69153394803016,1201.8440905280804,1.2027661357921207,110.18440905280805,0.4149203688181056,5.069153394803018,261.27548584715134
70.19279128248114,300.7229673093043,1201.9279128248113,1.202891869237217,110.19279128248114,0.433780385582565,5.072296730930428,282.06074272572636
70.20117351215423,300.7544006705784,1202.0117351215424,1.2030176026823134,110.20117351215423,0.4526404023470243,5.075440067057837,317.8327986073653
70.20955574182733,300.78583403185246,1202.0955574182733,1.2031433361274098,110.20955574182733,0.47150041911148366,5.078583403185247,305.38002234728276
70.21793797150042,300.8172673931266,1202.1793797150042,1.2032690695725063,110.21793797150042,0.490360435875943,5.081726739312657,288.9149157497203
70.22632020117351,300.8487007544007,1202.263202011735,1.2033948030176027,110.22632020117351,0.5092204526404024,5.084870075440067,269.2072673879709
70.23470243084661,300.88013411567476,1202.347024308466,1.203520536462699,110.23470243084661,0.5280804694048618,5.088013411567477,303.2683224039598
70.2430846605197,300.91156747694885,1202.430846605197,1.2036462699077954,110.2430846605197,0.546940486169321,5.091156747694887,293.07270506187865
70.25146689019279,300.943000838223,1202.514668901928,1.2037720033528918,110.25146689019279,0.5658005029337804,5.094300083822297,320.4386535944802
70.25984911986589,300.97443419949707,1202.5984911986588,1.2038977367979882,110.25984911986589,0.5846605196982397,5.097443419949706,273.82130304433286
70.26823134953898,301.00586756077115,1202.6823134953897,1.2040234702430845,110.26823134953898,0.6035205364626991,5.100586756077116,349.81951445083484
70.27661357921207,301.0373009220453,1202.7661357921206,1.204149203688181,110.27661357921207,0.6223805532271585,5.103730092204526,302.8727047214137
70.28499580888516,301.0687342833194,1202.8499580888517,1.2042749371332775,110.28499580888516,0.6412405699916178,5.106873428331936,295.48864035741235
70.29337803855826,301.10016764459345,1202.9337803855826,1.2044006705783739,110.29337803855826,0.6601005867560772,5.110016764459346,302.4921389963609
70.30176026823135,301.13160100586754,1203.0176026823135,1.2045264040234702,110.30176026823135,0.6789606035205364,5.113160100586756,324.05329536815435
70.31014249790444,301.1630343671417,1203.1014249790444,1.2046521374685666,110.31014249790444,0.6978206202849958,5.1163034367141655,337.2790407813356
70.31852472757754,301.19446772841576,1203.1852472757753,1.204777870913663,110.31852472757754,0.7166806370494552,5.119446772841576,300.6477221744472
70.32690695725063,301.22590108968984,1203.2690695725064,1.2049036043587593,110.32690695725063,0.7355406538139145,5.122590108968986,304.86778356420126
70.33528918692372,301.257334450964,1203.3528918692373,1.2050293378038557,110.33528918692372,0.7544006705783739,5.125733445096396,315.4146255115535
70.34367141659682,301.28876781223806,1203.4367141659682,1.2051550712489523,110.34367141659682,0.7732606873428333,5.128876781223806,284.5504292511974
70.35205364626991,301.32020117351215,1203.520536462699,1.2052808046940486,110.35205364626991,0.7921207041072925,5.132020117351216,304.8089982438439
70.360435875943,301.3516345347862,1203.60435875943,1.205406538139145,110.360435875943,0.8109807208717519,5.135163453478626,318.2889159564783
70.3688181056161,301.38306789606037,1203.6881810561608,1.2055322715842414,110.3688181056161,0.8298407376362112,5.138306789606035,313.07116254318146
70.37720033528919,301.41450125733445,1203.772003352892,1.2056580050293377,110.37720033528919,0.8487007544006706,5.141450125733445,351.51412693993234
70.38558256496228,301.44593461860853,1203.8558256496228,1.205783738474434,110.38558256496228,0.86756077116513,5.144593461860855,289.22662956535737
70.39396479463537,301.4773679798827,1203.9396479463537,1.2059094719195305,110.39396479463537,0.8864207879295893,5.147736797988265,307.82591552077315
70.40234702430847,301.50880134115675,1204.0234702430846,1.206035205364627,110.40234702430847,0.9052808046940486,5.150880134115675,308.80464388531766
70.41072925398156,301.54023470243084,1204.1072925398155,1.2061609388097234,110.41072925398156,0.924140821458508,5.154023470243085,301.10891664785737
70.41911148365465,301.5716680637049,1204.1911148365466,1.2062866722548198,110.41911148365465,0.9430008382229673,5.157166806370495,302.1643080221709
70.42749371332775,301.60310142497906,1204.2749371332775,1.2064124056999161,110.42749371332775,0.9618608549874267,5.160310142497904,283.66183946231547
70.43587594300084,301.63453478625314,1204.3587594300084,1.2065381391450125,110.43587594300084,0.980720871751886,5.163453478625314,258.89231403931717
70.44425817267393,301.6659681475272,1204.4425817267393,1.2066638725901089,110.44425817267393,0.9995808885163454,5.166596814752724,287.50334552219704
70.45264040234703,301.69740150880136,1204.5264040234701,1.2067896060352052,110.45264040234703,1.0184409052808048,5.169740150880134,299.02161966559254
70.46102263202012,301.72883487007545,1204.6102263202013,1.2069153394803016,110.46102263202012,1.037300922045264,5.172883487007544,297.0502816130114
70.4694048616932,301.7602682313495,1204.6940486169322,1.2070410729253982,110.4694048616932,1.0561609388097235,5.176026823134954,328.71329612928236
70.47778709136631,301.7917015926236,1204.777870913663,1.2071668063704946,110.47778709136631,1.0750209555741828,5.179170159262363,304.0533214001715
